"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0sYr4aaxa0q6rg5ql1IyOg","Loss of A Brother","spotify:artist:5aCO7p9hAgkL2C6TCr93v5","Anton Fargau Petrini","spotify:album:2vt31oLkC783ZLd3LJCGBt","And Then There Was Peace","spotify:artist:5aCO7p9hAgkL2C6TCr93v5","Anton Fargau Petrini","2021-03-19","https://i.scdn.co/image/ab67616d0000b273da47169948eca068eb0eca98","1","1","148357","https://p.scdn.co/mp3-preview/71246f33a9c038d12cba56ab05d2a1f08eae9366?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","SE5752178417","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6UEL67dHfsuAQCoTUcM4Ig","Don Corleone (feat. Vincent Pastore)","spotify:artist:3IstlZaHyUP9SONpulb4SM, spotify:artist:12tmoxzXGzsr7d9bCpmbYo","Chris Webby, Vincent Pastore","spotify:album:2rWJjEyiy0QTDxj5evEuKd","Wednesday After Next","spotify:artist:3IstlZaHyUP9SONpulb4SM","Chris Webby","2019-12-25","https://i.scdn.co/image/ab67616d0000b2738ca9985ef5e3628c147756af","1","3","198995","https://p.scdn.co/mp3-preview/f8667f5eb8f653d57ab0557c9fbaefecb747f0fd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","USLD91723106","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6iWEhoALoBFnQMNVhYY0Sc","You're Somebody Else","spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd","flora cash","spotify:album:0C61FN9PR7AocB3A0E4Fvw","Baby, It's Okay","spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd","flora cash","2020-03-06","https://i.scdn.co/image/ab67616d0000b273ca63e1680550e9f405f5ae5b","1","11","219013","https://p.scdn.co/mp3-preview/54f2750b8b3444dd114622bc26b3f75894935c8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","SEXCG1700102","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1t9WgS8FN0534tLBRwbaxO","Whoopty","spotify:artist:7arQA31aZVS8yS6zUveWzb","CJ","spotify:album:0kHRftVXaiRHgQdtviml0G","Loyalty Over Royalty","spotify:artist:7arQA31aZVS8yS6zUveWzb","CJ","2021-02-19","https://i.scdn.co/image/ab67616d0000b273cb730ca75f357fb988d95a06","1","4","123262","https://p.scdn.co/mp3-preview/a722da1b1371fe534e218b2b58dc519f80d76f2a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","USA2P2031043","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4sZpKcU8D7wYjhnRI7tCi9","22s","spotify:artist:7spLPNSfl7XOyBemar1Cqn, spotify:artist:2kS9NyuATpYwjeB93h24H5, spotify:artist:7ypPN35cJ9wfF2Zs7aYS33","KOKO, Nina Chuba, Dillistone","spotify:album:49J6Ec1sXMGmdtUp19ksQN","22s","spotify:artist:7spLPNSfl7XOyBemar1Cqn, spotify:artist:2kS9NyuATpYwjeB93h24H5, spotify:artist:7ypPN35cJ9wfF2Zs7aYS33","KOKO, Nina Chuba, Dillistone","2021-03-19","https://i.scdn.co/image/ab67616d0000b273b4801657458e8039d7efced6","1","1","185825","https://p.scdn.co/mp3-preview/e1780bda9a48edfe85cf703dd5e1dc4fd2288966?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","NORYA2101010","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7nvIPwXKGhqtRhssxM99kJ","Drew Barrymore","spotify:artist:1ShZZUjkbXCjhwrb18BA8I","Bryce Vine","spotify:album:4qSRxDFJlvi8z83JbogGaL","Carnival","spotify:artist:1ShZZUjkbXCjhwrb18BA8I","Bryce Vine","2019-09-06","https://i.scdn.co/image/ab67616d0000b273aa90728a8ea8616d1f16ecde","1","5","191146","https://p.scdn.co/mp3-preview/10661b4aafcb96feac7e33fb06bbe9c0a31c8782?cid=9950ac751e34487dbbe027c4fd7f8e99","true","65","USQY51770936","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:05nFeIPkC42ge4jWnSILYM","Down on Your Knees","spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd","flora cash","spotify:album:409EdmKQVMvhRHpJSHBnJ3","Can Summer Love Last Forever?","spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd","flora cash","2016-03-18","https://i.scdn.co/image/ab67616d0000b273a3e32a69b603c294a884fb9f","1","6","248167","https://p.scdn.co/mp3-preview/6e720d82f56efb66128466d30585870e1ecb9b38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","SEXCG1600206","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0QhZm4n9bYNMeFOuChKZ7b","Summer Is a Curse","spotify:artist:6VsU92soWFLtVsSP65rkrN","The Faim","spotify:album:20gsqlzht7uh9ITB2CynVY","State of Mind","spotify:artist:6VsU92soWFLtVsSP65rkrN","The Faim","2019-09-13","https://i.scdn.co/image/ab67616d0000b27353c8cfd4455dd731301d55ca","1","3","181506","https://p.scdn.co/mp3-preview/5822c324055436503c24d3c625f6bb60dd6346e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","QMRSZ1800686","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5ZUIPLoTLJZrPQh2kFZEUM","Addicted","spotify:artist:6mDl7lQiLxT0iQ8LYhAlWy, spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:4ZhFCxPekpmV12n2xMeF2z","Zerb, The Chainsmokers, Ink","spotify:album:7yO1vbedliKtwQ65jAjBQr","Addicted","spotify:artist:6mDl7lQiLxT0iQ8LYhAlWy, spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:4ZhFCxPekpmV12n2xMeF2z","Zerb, The Chainsmokers, Ink","2024-03-29","https://i.scdn.co/image/ab67616d0000b27386662f0bf0b8df09e7e6ee34","1","1","152250","https://p.scdn.co/mp3-preview/0f6ed1e0061fffcc2e67d06f33a8a92ab7cf2952?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","NLRD52350359","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:06ZFrlNDdNWx0TS39BOh8P","Before Fall","spotify:artist:52hHazaGNc49BIKHMfAncv, spotify:artist:6QbSwCeNaIhbfp1jpZ02nZ","Steven Trueba, Alter.","spotify:album:03zPhwrcoTsJmYX0AvZMaT","EGOxDEATH","spotify:artist:6QbSwCeNaIhbfp1jpZ02nZ","Alter.","2022-12-27","https://i.scdn.co/image/ab67616d0000b273fef7cdfbe97e2f77b0e05281","1","4","81702","https://p.scdn.co/mp3-preview/f30e70f0175b12289e9d146366e766857a9d90db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","QZES82233904","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5P5hIlnNaOtv29EGpMfQfX","Pac Ave","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:1WEJda4yBPvseuFLeY0Pxc","Pac Ave","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2023-09-15","https://i.scdn.co/image/ab67616d0000b2738436ae956134706ca1c63519","1","1","210620","https://p.scdn.co/mp3-preview/6967b9dc4c49424b896d79c6a4a17f0fd0b70f7f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","60","USL4Q2317628","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4pjy393QwkvmRxwmMTUPeQ","Red Vineyard","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:1ncUSrjOeuEAn1kJ6ziyiN","Red Vineyard","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2024-10-25","https://i.scdn.co/image/ab67616d0000b273ecf335ffecbe8954a642ad3c","1","1","195810","https://p.scdn.co/mp3-preview/175ab6c52ef949f66aca514a2d25311d65c8c3a1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","65","USX9P2427038","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7GibGkQTJPAmOPRItKZO13","All We Need","spotify:artist:13sKsnhhn9nyyYVbOl7dLD","Witchz","spotify:album:31vImPLkW9aT3PCCimzGjO","Santi Minogo ii","spotify:artist:13sKsnhhn9nyyYVbOl7dLD","Witchz","2023-02-03","https://i.scdn.co/image/ab67616d0000b273dbed3738cccdc4abecd1848b","1","5","191833","https://p.scdn.co/mp3-preview/e773292643243cd58f6745936029e0d8d4c0a440?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","QZTB42250619","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7JMYfRIXzRl6PRC3YMLXf1","Cabin Fever","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:0xNttTMgShREElePCAlMY9","Cabin Fever","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2024-02-09","https://i.scdn.co/image/ab67616d0000b273370b57f0e5235207cf807b91","1","1","178897","https://p.scdn.co/mp3-preview/1d3f9aa5cef5b995f5e1aaded5b5cee37fe3d021?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","USCGH2474016","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:13EMVBU1hcy5yJdX1Xhf9a","Ghostkeeper","spotify:artist:041iTeoMIwXMlShuQPIVKo, spotify:artist:7e1aNehmQevT0RVtN8Pzly","Klangkarussell, GIVVEN","spotify:album:1yv2QCPD4HcYendMbnMnet","Ghostkeeper","spotify:artist:041iTeoMIwXMlShuQPIVKo, spotify:artist:7e1aNehmQevT0RVtN8Pzly","Klangkarussell, GIVVEN","2020-02-21","https://i.scdn.co/image/ab67616d0000b2736ad09c8c0b0a8f2e468e826a","1","1","331381","https://p.scdn.co/mp3-preview/1f8ebd047064a184141953073422a56e43b9fc27?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","ATFH81900201","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5rAUZy2eDdegBxUVYxePK2","In The End - Mellen Gi Remix","spotify:artist:73jlPRxT7z5xk29sMqFDjU, spotify:artist:647D92XNDYTUt5A0idePJ4, spotify:artist:6Hpe3EZqFMWYtJ61D0GjSa","Tommee Profitt, Fleurie, Mellen Gi","spotify:album:4ogDiddFmcxnT4PC9lVEoV","In The End","spotify:artist:73jlPRxT7z5xk29sMqFDjU","Tommee Profitt","2019-03-22","https://i.scdn.co/image/ab67616d0000b27346557fdc7325844aa2177155","1","2","218188","https://p.scdn.co/mp3-preview/c40dfaf25a918dcf36e0f40d2e325a2379f0f157?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USUG11802944","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2XMTqoHHSH0lvuXrvIEdco","Capsize","spotify:artist:7xEFii6utZmQ61kX59HmLH, spotify:artist:1oKdM70mJD8VvDOTKeS8t1","FRENSHIP, Emily Warren","spotify:album:5qeKpDQFyotJjLh61pUZQo","Truce - EP","spotify:artist:7xEFii6utZmQ61kX59HmLH","FRENSHIP","2016-09-02","https://i.scdn.co/image/ab67616d0000b273670048174db73ef55039c7bf","1","2","237706","https://p.scdn.co/mp3-preview/e84caeb4ae95b8b6b6f1ef9e2848fa1ccce893f7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USSM11605173","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5FFEapLEXKZtk7Xq2pvgwY","A Toast to the Ghost","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:2oaoIG0dfgJ4VOP0vwces5","A Toast to the Ghost","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2023-12-29","https://i.scdn.co/image/ab67616d0000b27382cd9f44802492ee7a62b59c","1","1","206482","https://p.scdn.co/mp3-preview/dd94af949d522ae072988310a4b67e4784f0b00d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","49","USX9P2358074","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1qqKjeywLxl6pll1pLOSOt","Lost at Sea","spotify:artist:5FRr69AUVoFMQPcdk2LT5P","Mosaé","spotify:album:3enmyzkZrGmwojAfMzgVTy","Lost at Sea","spotify:artist:5FRr69AUVoFMQPcdk2LT5P","Mosaé","2023-05-19","https://i.scdn.co/image/ab67616d0000b273b29be8c5eca6fe68e603a9b9","1","1","145263","https://p.scdn.co/mp3-preview/80f76fd67f6c972d2f486ad3592736a090091d8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","TCAGP2247271","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1T2zLWVcr4nXMrMnzyHUVl","Rock n Roll","spotify:artist:2NpPlwwDVYR5dIj0F31EcC, spotify:artist:02kJSzxNuaWGqwubyUba0Z","Leony, G-Eazy","spotify:album:1Jey66mOXbJOwGtVKwdUWb","Rock n Roll","spotify:artist:2NpPlwwDVYR5dIj0F31EcC, spotify:artist:02kJSzxNuaWGqwubyUba0Z","Leony, G-Eazy","2024-10-25","https://i.scdn.co/image/ab67616d0000b27315565a1966c3bcc6790c2f8d","1","1","158374","https://p.scdn.co/mp3-preview/50fab3cea5a5f0f671456b853c8372c4cd0e3abf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","DEN062400703","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4BNBHqVGBok2DXhObv8dHt","My Way","spotify:artist:7dNg7OLrxcWU9cVe3sQoMV, spotify:artist:0EZfXJ9cIGEImyYie5rrcQ","Scott Rill, Lima Osta","spotify:album:1zCDSq7WottbxkgpdDw0Gw","My Way","spotify:artist:7dNg7OLrxcWU9cVe3sQoMV","Scott Rill","2020-04-17","https://i.scdn.co/image/ab67616d0000b2730afc77d4dac5ece0f790d00b","1","1","164598","https://p.scdn.co/mp3-preview/7092e6b8a1de32a7e13f2e0d4ea405833c52f1bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","CA5KR2032151","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Too Many Nights (feat. Don Toliver & with Future)","spotify:artist:0iEtIxbK0KxaSlF7G42ZOp, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:4Gso3d4CscCijv0lmajZWs","Metro Boomin, Future, Don Toliver","spotify:album:7txGsnDSqVMoRl6RQ9XyZP","HEROES & VILLAINS","spotify:artist:0iEtIxbK0KxaSlF7G42ZOp","Metro Boomin","2022-12-02","https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89","1","3","199920","https://p.scdn.co/mp3-preview/113245d7442b7b3880c40b3407dbc695396338f6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","86","USUG12208784","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0GOkSpVH8sixAEMFpvXW44","Demons","spotify:artist:4ZguwlmrdElUZaO36dRTbn, spotify:artist:1UUfEEstgd64AnExToS403, spotify:artist:2uLhOnddu0ZXcZ60SdZcdh","Ondi Vil, Neoplasma, Gina Livia","spotify:album:1j0obJm2dHdXG6cTYiPtLP","Demons","spotify:artist:4ZguwlmrdElUZaO36dRTbn, spotify:artist:1UUfEEstgd64AnExToS403, spotify:artist:2uLhOnddu0ZXcZ60SdZcdh","Ondi Vil, Neoplasma, Gina Livia","2020-09-04","https://i.scdn.co/image/ab67616d0000b273674e304b61ed910fff7fe8c0","1","1","144000","https://p.scdn.co/mp3-preview/a30d9df398b8c68049caad4193462f2335d63749?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","QZK6L2046803","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:38XcmJDV2pjjVcCvdpMpA2","High Like This","spotify:artist:47BEc2RoW53owMyxacXWdV, spotify:artist:0ec4FbH1UybaL2bOslGxV0","Yves V, FR!ES","spotify:album:6TiMCmTJh5ADHupJLR1cRV","High Like This","spotify:artist:47BEc2RoW53owMyxacXWdV, spotify:artist:0ec4FbH1UybaL2bOslGxV0","Yves V, FR!ES","2020-10-02","https://i.scdn.co/image/ab67616d0000b27374d62d50b09efb48882419e9","1","1","169426","https://p.scdn.co/mp3-preview/e4152020ea4adbe955b9b019f250f7ecb90c8d97?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","NLZ542001615","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2ogKhhoMClkFXek7ZgxAhN","Shameless","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","spotify:album:3Vsbl0diFGw8HNSjG8ue9m","Romance","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","2019-12-06","https://i.scdn.co/image/ab67616d0000b273f8fc9e1b46c32dff21cede72","1","1","219733","https://p.scdn.co/mp3-preview/d83ed33822e77e7cd640c4fe649970c5366ac85e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USSM11905431","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1bfDF1kddmYmTZPkCRhNfK","Halloween Never Ends","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:2ZVB2WeZCk5iOATc8HIvh5","Halloween Never Ends","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2024-07-12","https://i.scdn.co/image/ab67616d0000b2738b5fa694573a876d08158164","1","1","203500","https://p.scdn.co/mp3-preview/750604e3cad8fc66fff1b4fda509d7bb946ec8b8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","USHM82492482","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:45bE4HXI0AwGZXfZtMp8JR","you broke me first","spotify:artist:45dkTj5sMRSjrmBSBeiHym","Tate McRae","spotify:album:1RWiRfdNZKDe8VXzzf2VEc","you broke me first","spotify:artist:45dkTj5sMRSjrmBSBeiHym","Tate McRae","2020-04-17","https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4","1","1","169265","https://p.scdn.co/mp3-preview/285ae4fd5ee31a954bf47c8dbbf5f5d70db2b9c8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","5","USRC12000832","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:66MIGyHdex7vfP6RAwpMNL","NUMB","spotify:artist:4l43uAIHyF5VzgonMKVkg7","Ryan Oakes","spotify:album:1ZpqQpp46xjv4wVwGbFopM","A SERIES OF UNFORTUNATE EVENTS","spotify:artist:4l43uAIHyF5VzgonMKVkg7","Ryan Oakes","2019-11-22","https://i.scdn.co/image/ab67616d0000b2734ffcd48f288135875c9edadb","1","1","215647","https://p.scdn.co/mp3-preview/28294d8890a7fef288d8209b785f991c87e53e84?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","QZHN31960762","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:18AXbzPzBS8Y3AkgSxzJPb","In the Air Tonight - 2015 Remaster","spotify:artist:4lxfqrEsLX6N1N4OCSkILp","Phil Collins","spotify:album:1cM3r0WQZWNkCpEbmFjLln","Face Value (Deluxe Editon)","spotify:artist:4lxfqrEsLX6N1N4OCSkILp","Phil Collins","1981-01-01","https://i.scdn.co/image/ab67616d0000b2738a1d7cf42a84b10bd1ff8e56","1","1","336453","https://p.scdn.co/mp3-preview/31c39a7bd82cc18f28c48ead9b95a0fa03147c3e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USAT21502120","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5kc94sZMpuzSZdbfiCr0gh","I Remember","spotify:artist:28Ky95tmlHktB96DBUoB0g","Tristam","spotify:album:0T2uG3zMTNRkr9PjBNnPqx","I Remember","spotify:artist:28Ky95tmlHktB96DBUoB0g","Tristam","2012-05-29","https://i.scdn.co/image/ab67616d0000b2734aa85ed00d8b32fd901da413","1","1","236741","https://p.scdn.co/mp3-preview/36e5a1ed61cf61b2b9ad250196c4656e7fbf548b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","TCABG1223456","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0bRXBPQ4uL0N3aGV8SVIk7","Let Me Touch Your Fire","spotify:artist:7hOGhpa8RMSuDOWntGIAJt","A R I Z O N A","spotify:album:0P5JzwFlDJNWRu9SD1vvDp","Let Me Touch Your Fire","spotify:artist:7hOGhpa8RMSuDOWntGIAJt","A R I Z O N A","2016-01-15","https://i.scdn.co/image/ab67616d0000b2736b15cc86df2c8df5d9cc3204","1","1","218734","https://p.scdn.co/mp3-preview/9b6dac822131b1d4992b9ae97bad78db147d1af8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USAT21504262","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2YzCIEDdN0eNRPX8fAmFQ6","Marivanna","spotify:artist:1K4hkqFQQVR1sQ2zzWoxyV","TEPLAY","spotify:album:3E6pscAZRqXDOWyDSVvjW1","Marivanna","spotify:artist:1K4hkqFQQVR1sQ2zzWoxyV","TEPLAY","2019-08-27","https://i.scdn.co/image/ab67616d0000b273c92240adde2dfdfcfcb4ef51","1","1","165081","https://p.scdn.co/mp3-preview/d38eabd83c0bb0ac81422204ebb9b10d032d46e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR96X1920586","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:17rDNy9LCQTfbBV9YyUkJ1","GOTTI","spotify:artist:3IstlZaHyUP9SONpulb4SM","Chris Webby","spotify:album:1tolQbrKbmTyBgaIkxEojh","Last Wednesday","spotify:artist:3IstlZaHyUP9SONpulb4SM","Chris Webby","2024-12-25","https://i.scdn.co/image/ab67616d0000b273b65d913b3efbce2513570413","2","7","170656","https://p.scdn.co/mp3-preview/5fe0ef68e2e7861bae9952aec7529c6429e362b8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","28","USLD91749213","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2gQK13gXYZRq2MgvPJyHx8","The Last Goodbye","spotify:artist:21mKp7DqtSNHhCAU2ugvUw, spotify:artist:55U998XxmxjicLMKDSz6R3","ODESZA, Bettye LaVette","spotify:album:0xVucRYJf5luWLekMGYh3i","The Last Goodbye","spotify:artist:21mKp7DqtSNHhCAU2ugvUw","ODESZA","2022-07-22","https://i.scdn.co/image/ab67616d0000b273b0c9b7fbfeac390d2d43be81","1","8","358983","https://p.scdn.co/mp3-preview/08cf49bbb5bc3aec555d197d4a2fc18271b810af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","GBCFB2100832","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2UZtI2HUyLRzqBjodvcUmY","Rx (Medicate)","spotify:artist:74eX4C98E4FCrAMl39qRsJ","Theory of a Deadman","spotify:album:1P2L7DD1DCqb0VfpMyByLl","Wake Up Call","spotify:artist:74eX4C98E4FCrAMl39qRsJ","Theory of a Deadman","2017-10-27","https://i.scdn.co/image/ab67616d0000b273af7be01d388305b7308df2e1","1","2","233173","https://p.scdn.co/mp3-preview/6519bcf9a44ca1437a98a2becf9b503e6cb31f3a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","70","NLA321700228","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:3yndKI4zWEyC36BQYrdKBA","Hit Sale","spotify:artist:5MynxBz4ZMqvUzpcxTZl4C, spotify:artist:2pHk4wAmL7ofTAuvCIUWtv","Therapie TAXI, Roméo Elvis","spotify:album:1j4pZyBTGUSvp3e5loBgez","Hit Sale","spotify:artist:5MynxBz4ZMqvUzpcxTZl4C","Therapie TAXI","2018-02-02","https://i.scdn.co/image/ab67616d0000b273d06c36953d960e241f1522f8","1","1","184400","https://p.scdn.co/mp3-preview/598c241cb7972dd01d4fafc2884449a6ff762805?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","FR7O51700210","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:28tmWL4afeJXZv53pSh2HG","MAGIC IS REAL 22:22","spotify:artist:3JtFgxN1UvaQjIojtP9fXY","Narovski","spotify:album:3TaI1MbLjWavvvpt6M95pv","MAGIC IS REAL 22:22","spotify:artist:3JtFgxN1UvaQjIojtP9fXY","Narovski","2021-07-22","https://i.scdn.co/image/ab67616d0000b273d7dda30159dcbd09c86cb8fd","1","1","152322","https://p.scdn.co/mp3-preview/5c4f4800c35f0aaa0bcdc442f018e1dda965eb08?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","QZK6K2124234","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2OSRtYnDBtcsW3awLxxaFQ","Trick or Cheat","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:1nD5Ad3EdNQ5j7jwf9BMrO","Trick or Cheat","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2023-10-13","https://i.scdn.co/image/ab67616d0000b273aa32b56a20e3c9c79e78fa09","1","1","177777","https://p.scdn.co/mp3-preview/32b2ddd8274490f0f1555d2952db87873a6811be?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","USL4Q2384350","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1FbnBSVi5kMIkxzYewgG4o","Crawl Outta Love (The Glitch Mob Remix)","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:3a9qv6NLHnsVxJUtKOMHvD, spotify:artist:0kErUwb6xgWfkdn0RyZWHZ","ILLENIUM, The Glitch Mob, Annika Wells","spotify:album:0xDITBQOXozdAXqddd82or","Crawl Outta Love (The Glitch Mob Remix)","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:3a9qv6NLHnsVxJUtKOMHvD","ILLENIUM, The Glitch Mob","2018-03-02","https://i.scdn.co/image/ab67616d0000b27346a548dbbb48b4de21fd323f","1","1","309677","https://p.scdn.co/mp3-preview/6df81f3a571b639303869350b2b7f41bf69e5a77?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USA2P1812174","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
