"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2WVWg6KgUkcLiTRFjx5jVZ","Straitjackets & Roses","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:26EWlhzWvay7jikS58B9K8","Straitjackets & Roses","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2024-03-01","https://i.scdn.co/image/ab67616d0000b273be41ddbd1a3c67115decf7ce","1","1","139852","https://p.scdn.co/mp3-preview/442fc17f3d1152da2fcf21c5be5bb4f09b669eb5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","USCGJ2440289","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6OCbBpYhFHbBbfdnaoEsZ1","GASLIGHT!","spotify:artist:0uGk2czvcpWQA383Im6ajf, spotify:artist:1oPEr1Ci8sWOYj8SSh2VPE","Maggie Lindemann, SIIICKBRAIN","spotify:album:5CEcwEyL9wMG4TygYNTFgw","PARANOIA","spotify:artist:0uGk2czvcpWQA383Im6ajf","Maggie Lindemann","2021-01-22","https://i.scdn.co/image/ab67616d0000b273e5c95f335106bdf01ea71ec2","1","2","148053","https://p.scdn.co/mp3-preview/98f727eddc792b89422dc858f574e8c1a68cf989?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZMLX2000007","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4i7OaJoGSVsceosqGhmoNv","i can't get high","spotify:artist:64EHXDoln95lnccszdPum0","Royal & the Serpent","spotify:album:1M1PKj1f22TovEZmC6yKel","searching for nirvana","spotify:artist:64EHXDoln95lnccszdPum0","Royal & the Serpent","2021-06-04","https://i.scdn.co/image/ab67616d0000b273d3b42b372c5e4a0c0654b6bf","1","2","188141","https://p.scdn.co/mp3-preview/e67f775f876d34a2eb3f61963e23d5458ccd62d3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","51","USAT22007229","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7vWbw3fF1WmPTYWREfV0fG","Speak In Tongues","spotify:artist:4uethVhVpoyO3OhT40JH1o","machineheart","spotify:album:299LNUOcvmg5ryR2bh9y4o","Speak In Tongues","spotify:artist:4uethVhVpoyO3OhT40JH1o","machineheart","2017-02-10","https://i.scdn.co/image/ab67616d0000b273de121b3bf5a59a9a23473cb7","1","1","233265","https://p.scdn.co/mp3-preview/9eab62ae6d982c3c8f71c36744636ad5a319d20a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","TCACX1711018","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6q1OTBE6VFcJDmysQj0eaG","Photomaton","spotify:artist:7xfdx6PiB50V9VWI4Mq70R, spotify:artist:6azJLRL2YwHHtmYdSI12lL","Jabberwocky, Elodie Wildstars","spotify:album:7Eb5MjTKe3EQP5IgRlhmA4","Lunar Lane","spotify:artist:7xfdx6PiB50V9VWI4Mq70R","Jabberwocky","2015-10-02","https://i.scdn.co/image/ab67616d0000b2732055c5f3e2471f71fab34d61","1","3","280386","https://p.scdn.co/mp3-preview/8da75473be4573cc347d16c0be2061f99205c1fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","FR6V81326649","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1cJLvuAi5mHHudKJM3N9pW","Alright","spotify:artist:49tymMExHfzPYTfTRA3FaG","The Lowdown Drifters","spotify:album:50Oexo5TOqAZ2Ff4GJ3jDP","Alright","spotify:artist:49tymMExHfzPYTfTRA3FaG","The Lowdown Drifters","2020-05-22","https://i.scdn.co/image/ab67616d0000b27334f05e4f372dca609dd42e76","1","1","200000","https://p.scdn.co/mp3-preview/eff47a2c220ddf99a88b51184b29dbd0b0daf9e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCAEW2047953","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:57hEY75zYYIp6GBsEHkDjo","Gandalf falls from the Bridge of Khazad Dûm (Lord of the Rings: The Fellowship of the Ring)","spotify:artist:0CAXDOuageq5zwYSpTqe63","Je Suis Parte","spotify:album:0eq3xLCtOZ1iQKoj2ACcbN","Gandalf falls from the Bridge of Khazad Dûm (Lord of the Rings: The Fellowship of the Ring)","spotify:artist:0CAXDOuageq5zwYSpTqe63","Je Suis Parte","2021-03-31","https://i.scdn.co/image/ab67616d0000b2733bf55a26f89f84a065fbee01","1","1","135432","https://p.scdn.co/mp3-preview/9588c37570e48625cbfe5ccbf47461201e410469?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","QZES82102346","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5oGJ5OXOdvAkIcBNu2fqVo","Swimming Pool","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","spotify:album:1tux2OhTdDNp8rAg5YbWMV","Swimming Pool","spotify:artist:1TpOqFPZPxxeuLHL3oSl2t","Diggy Graves","2024-09-20","https://i.scdn.co/image/ab67616d0000b273c08250051acd2b6e6e4cf594","1","1","141639","https://p.scdn.co/mp3-preview/75725fa5a3a86b1f79dbc960e290c4ce4a829d79?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","USL4R2412451","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:2OpBganfGk2GVdSlRdxzaX","Better","spotify:artist:6LuN9FCkKOj5PcnpouEgny","Khalid","spotify:album:4UNwL1B7JoymNUiTFJa52B","Suncity","spotify:artist:6LuN9FCkKOj5PcnpouEgny","Khalid","2018-10-19","https://i.scdn.co/image/ab67616d0000b273c243500e164150d229750c91","1","6","229319","https://p.scdn.co/mp3-preview/e2cc2b3ffc1d880c84f2fc2bbf49744b041364f7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","USRC11803179","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4lD22gGj54iVv4D8z2W2nb","OVERDOSE","spotify:artist:6AMCz8h8BXJhZugOwvOtRJ","ACER SPADE","spotify:album:6W2osMxyJOqMTwqge8u7GL","RECOLLECTIONS","spotify:artist:6AMCz8h8BXJhZugOwvOtRJ","ACER SPADE","2021-09-24","https://i.scdn.co/image/ab67616d0000b2736a336978fa28025932652785","1","4","193763","https://p.scdn.co/mp3-preview/dce8d544c765cd27acd15a48a16b3b335b6f2ffc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","37","AU2SY2100007","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7xQAfvXzm3AkraOtGPWIZg","Wow.","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","spotify:album:4g1ZRSobMefqF6nelkgibi","Hollywood's Bleeding","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","2019-09-06","https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02","1","17","149546","https://p.scdn.co/mp3-preview/bd55cc4be61bf5a41ed75c21c747a73cea768bea?cid=9950ac751e34487dbbe027c4fd7f8e99","true","81","USUM71822626","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1AJx5jJQy9pKKxcnHm85RY","Dysfunctional","spotify:artist:4UOlRVifrFdQHW9qu5ep8t","Tech N9ne Collabos","spotify:album:0gtroJqtkBhqDPb6cQTOhJ","Sickology 101","spotify:artist:4UOlRVifrFdQHW9qu5ep8t","Tech N9ne Collabos","2009-05-19","https://i.scdn.co/image/ab67616d0000b27349440f89d229d070b504be74","1","13","240173","https://p.scdn.co/mp3-preview/1a83105f02085df973a907e83bd9e88ac7f1cbc1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","USZXT0910138","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5QcECtCqFmLqY81oLE9c0t","Restore","spotify:artist:56mXBoiHYV9QEJxHS5TPk3","Donbor","spotify:album:0YIlGbKwJN5E8xRrSKtmRz","Restore","spotify:artist:56mXBoiHYV9QEJxHS5TPk3","Donbor","2022-02-03","https://i.scdn.co/image/ab67616d0000b2738be5cceb0f54e62a32114f42","1","6","196996","https://p.scdn.co/mp3-preview/0d5d1750541c78024b0e77829ab1937e17b082c0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","QZDA81972715","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4rSSrsKQd4acT1WmjCjLbM","Secrets","spotify:artist:1sBt5pbb0tW8VjLpmKXyLj","Soner Karaca","spotify:album:4h1wgdRHO4pFwO6zqk3C5g","Secrets","spotify:artist:1sBt5pbb0tW8VjLpmKXyLj","Soner Karaca","2022-06-13","https://i.scdn.co/image/ab67616d0000b2732e60aac5f8cf7de85787cc02","1","1","225343","https://p.scdn.co/mp3-preview/7f09ab8251ae57329a9dd5335ced411a291ef77d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QM6N22233682","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:02zFk3c748KgXfqaIgnDgL","Lowlife","spotify:artist:7ymrIsmp4vE7vAtcS12J4D","Adam Jensen","spotify:album:4qZXl24hGMV9g46RvjbRS3","Lowlife","spotify:artist:7ymrIsmp4vE7vAtcS12J4D","Adam Jensen","2021-01-15","https://i.scdn.co/image/ab67616d0000b27330b47f56cad0c877541b55ea","1","1","192044","https://p.scdn.co/mp3-preview/95da33cc987f35a8dfd9aa87c7cc13831e09ee90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","TCAFI2173055","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5glXTXNIkUMLIDJVMEBLFQ","The Stickup (feat. Skrizzly Adams)","spotify:artist:3IstlZaHyUP9SONpulb4SM, spotify:artist:6cHNKcqDykgDCRgnvKdSfK","Chris Webby, Skrizzly Adams","spotify:album:0hIgt9h9ZAfNFVcYzSG7CQ","Wednesday","spotify:artist:3IstlZaHyUP9SONpulb4SM","Chris Webby","2017-12-20","https://i.scdn.co/image/ab67616d0000b273af5fa4b38c3d9079732cc117","1","7","203333","https://p.scdn.co/mp3-preview/b785b1cf01113bfe6aee4ddb727218f2662f7887?cid=9950ac751e34487dbbe027c4fd7f8e99","true","51","USLD91702560","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7CuXB3Dr61IvDFEWfqG3sE","More","spotify:artist:5wMlMjOLeJfS5DfxqGfm83, spotify:artist:0Zw91yH74OemLqD4rHn96K","Jan Blomqvist, Elena Pitoulis","spotify:album:7DAyAlObwl5f8mcrqFCeWm","More","spotify:artist:5wMlMjOLeJfS5DfxqGfm83, spotify:artist:0Zw91yH74OemLqD4rHn96K","Jan Blomqvist, Elena Pitoulis","2016-02-05","https://i.scdn.co/image/ab67616d0000b2735a7ee69a5ef37a463ce18abd","1","1","216699","https://p.scdn.co/mp3-preview/7113b84f281e8e77405ecf9765dbc4ced09568cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","NLF711600141","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4ci94ts6g5ARTSxuL4FBfc","Black","spotify:artist:4TNGfFnQkF1bMxEHEyXhby, spotify:artist:0RzusDmDJOmbLWvNvIaE8a","Drahonn, Anna Krishtal","spotify:album:3w3sxMN7XMEmAHMcP6QT3r","Black","spotify:artist:4TNGfFnQkF1bMxEHEyXhby","Drahonn","2018-02-02","https://i.scdn.co/image/ab67616d0000b27385817d86c1993621dee3ae24","1","1","120000","https://p.scdn.co/mp3-preview/cf30e1819446f5887ce76666641fbedd2e99eddb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZGWW1980581","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4Eje1P54bBT9sp8jez0QAb","Gaining Control","spotify:artist:7JYVVIJHFX48ERG4Wt6HJz, spotify:artist:6PlfrUehMgLpBPdqVTuhSL","Moeazy, Hloy","spotify:album:0UPjOKT6u4OUIeRRZNWWRA","Gaining Control","spotify:artist:7JYVVIJHFX48ERG4Wt6HJz","Moeazy","2019-12-06","https://i.scdn.co/image/ab67616d0000b2732a563074726cdc2cfd477702","1","1","215100","https://p.scdn.co/mp3-preview/1f156a8ec782536ac5aeb7eaa3913dbceb00491b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","5","QZHNC1948072","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","The Box","spotify:artist:757aE44tKEUQEqRuT6GnEB","Roddy Ricch","spotify:album:52u4anZbHd6UInnmHRFzba","Please Excuse Me for Being Antisocial","spotify:artist:757aE44tKEUQEqRuT6GnEB","Roddy Ricch","2019-12-06","https://i.scdn.co/image/ab67616d0000b273820b43679aab8d3b47001f9c","1","2","196652","https://p.scdn.co/mp3-preview/c2e26475d5f9c9ab6556cbd7ccb793d5ddb60378?cid=9950ac751e34487dbbe027c4fd7f8e99","true","86","USAT21906978","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0c5s8JBDAUBykj4oDfME6F","In Between","spotify:artist:5aCO7p9hAgkL2C6TCr93v5","Anton Fargau Petrini","spotify:album:0ML7EPBAJA64zESgnuyF2h","In Between","spotify:artist:5aCO7p9hAgkL2C6TCr93v5","Anton Fargau Petrini","2020-05-22","https://i.scdn.co/image/ab67616d0000b2739bf69f81357089446946c322","1","1","185303","https://p.scdn.co/mp3-preview/7f07de0226fb98c6798e378b5bc401a080d5d0d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","QM6MZ2029733","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:5H95n43z0KFcXGCEc0ewe1","Pieces","spotify:artist:5oJvmyeWzyeahRtjup3Oys","AVAION","spotify:album:3UuTomNtncKiqwsZeakbPj","Pieces","spotify:artist:5oJvmyeWzyeahRtjup3Oys","AVAION","2019-11-15","https://i.scdn.co/image/ab67616d0000b273c73fbc3c168eeb3b31d3e0bc","1","1","195030","https://p.scdn.co/mp3-preview/0cf84183a651db0db4556cfe335719f5af866d75?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","DEA811900592","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0LpgphRw8BvqTOwHXGDR84","Never Leave Your Guns Behind","spotify:artist:0ChjBYedhZTQnWZWQYg15U","Bryan Martin","spotify:album:7kkXBo9F0PBrR6s2iNaT1c","Old Henry (Original Motion Picture Soundtrack)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2021-10-01","https://i.scdn.co/image/ab67616d0000b273f3e6734bf00a8af5bce0ed83","1","2","166846","https://p.scdn.co/mp3-preview/7a7326b3cd6b9b366842058781ea2c180dd1cf03?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","QMDPP2101328","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:57ZNblR6wr9Awmm0I8a9qb","Thin Glass","spotify:artist:1lAvOODEAbUI5b51WRBbdx, spotify:artist:0j1Pwmd6nuk0BXD1RqoHDw","Darci, RMR","spotify:album:2JCIdveMkl6k4YdAqEMEBx","Escape Cycle","spotify:artist:1lAvOODEAbUI5b51WRBbdx","Darci","2023-08-25","https://i.scdn.co/image/ab67616d0000b273d19e33e41958900194c7e27b","1","3","192000","https://p.scdn.co/mp3-preview/b49a7c19ae5b0e4db29658cd91dfc3196c29c4c9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","QM24S2203423","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:3GFG7XGffpxdyeoGieoLYH","Drown","spotify:artist:2qXdWxAoaKkHcRtriLCZ5V","Enzo","spotify:album:5IXXY7lMey5P03FiDTWFpJ","Drown","spotify:artist:2qXdWxAoaKkHcRtriLCZ5V","Enzo","2019-10-29","https://i.scdn.co/image/ab67616d0000b27309415bc3492e4c2d35cd9b32","1","1","145461","https://p.scdn.co/mp3-preview/180b7bb221b55dc72c948c19d065bbe890aa5f98?cid=9950ac751e34487dbbe027c4fd7f8e99","true","25","QZHN91940922","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:0TiTu2QSkFOLecuL3MzFaL","Let Me Go","spotify:artist:61lyPtntblHJvA7FMMhi7E, spotify:artist:2KjAo6wVc9d2WcxdxSArpV","Duke Dumont, RY X","spotify:album:6AlOjPdNpM41lMVSjjsrUM","Duality","spotify:artist:61lyPtntblHJvA7FMMhi7E","Duke Dumont","2020-04-17","https://i.scdn.co/image/ab67616d0000b2733ce84b2c05a3bac3d48c8217","1","10","366117","https://p.scdn.co/mp3-preview/03ee9dd79a772349f629e65fb48115d6d862e695?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","GBUM72000312","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6AgN8BrRPwYj2EH1QziDVN","Won't","spotify:artist:1lAvOODEAbUI5b51WRBbdx","Darci","spotify:album:5DigMMO0lEIYPPeCsXIKVA","Won't","spotify:artist:1lAvOODEAbUI5b51WRBbdx","Darci","2018-11-14","https://i.scdn.co/image/ab67616d0000b2736853a06da9b7736895a301e4","1","1","186748","https://p.scdn.co/mp3-preview/03cc4b6627a3cfd27f0e8f192e56322babd10677?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USAT21811903","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6cwBRJuk5f6O4e8Exl6aeI","Uebok - YMIR Remix","spotify:artist:1fd3fmwlhrDl2U5wbbPQYN, spotify:artist:7MxaflmSZI1igZLk7Rg2LD, spotify:artist:2SeRP5iAIhVec4azKHJzjX","Apashe, YMIR, INSTASAMKA","spotify:album:7pobtMNmHnC5ur9IHdLVfj","Uebok (YMIR Remix)","spotify:artist:1fd3fmwlhrDl2U5wbbPQYN, spotify:artist:7MxaflmSZI1igZLk7Rg2LD","Apashe, YMIR","2021-02-04","https://i.scdn.co/image/ab67616d0000b2732b11b480004fc1e4ad9224dd","1","1","261000","https://p.scdn.co/mp3-preview/24b03bc4036c2284a54a28fc569666fd2a0d8f49?cid=9950ac751e34487dbbe027c4fd7f8e99","true","35","CA5KR2131909","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6CyoMFZcnFzoeiHBu5R32E","The End","spotify:artist:3k4Tgw8lb1CtDAiErniQu1","JPOLND","spotify:album:49JRrZWN4IYzqXtKZk0BPj","The End","spotify:artist:3k4Tgw8lb1CtDAiErniQu1","JPOLND","2020-12-25","https://i.scdn.co/image/ab67616d0000b27318142fbbb003013868fb6126","1","1","215217","https://p.scdn.co/mp3-preview/4ee75c029c5cb7dee238d8eb3b186f2e9e912e79?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","QMGR32242862","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4YPR1YdTdvDUvuQxURHbjk","Painting Greys","spotify:artist:3VVLqeEqQQqTgT8YhfY9Z6","Emmit Fenn","spotify:album:203jJuBzKwSKkm88Rxnm0t","Prologue","spotify:artist:3VVLqeEqQQqTgT8YhfY9Z6","Emmit Fenn","2017-06-21","https://i.scdn.co/image/ab67616d0000b273e6723b191022d23b7ffc650e","1","4","227368","https://p.scdn.co/mp3-preview/65d9b731999f073067a3db1d1a651d4736ff5487?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCACM1612307","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:66ash4omwbu5RDror4FLf9","Easy On Me","spotify:artist:1ofSWY1Dtwvgqdi7LrryUC, spotify:artist:2jMrJ6otcTz1qNaGHywcvL","Wazad, Alieah","spotify:album:1yAk41smC9hEJxX23wxXGr","Easy On Me","spotify:artist:1ofSWY1Dtwvgqdi7LrryUC, spotify:artist:2jMrJ6otcTz1qNaGHywcvL","Wazad, Alieah","2022-01-27","https://i.scdn.co/image/ab67616d0000b273f907a35db924c25ffa01b859","1","1","248274","https://p.scdn.co/mp3-preview/e2b0063230b838f9439e780285e864f77c4fa148?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","QZPLS2176862","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1PYc4yYPtebUNJiXaA4c5k","The Fear","spotify:artist:61lyPtntblHJvA7FMMhi7E, spotify:artist:1KlUwB6uFECMC3zzvFvykx","Duke Dumont, Niia","spotify:album:6AlOjPdNpM41lMVSjjsrUM","Duality","spotify:artist:61lyPtntblHJvA7FMMhi7E","Duke Dumont","2020-04-17","https://i.scdn.co/image/ab67616d0000b2733ce84b2c05a3bac3d48c8217","1","4","247680","https://p.scdn.co/mp3-preview/378e830c16852996cc6b9ab70860befde2554282?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","GBUM72000316","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1XBGTp6OqwYaYhemH3aMKT","E","spotify:artist:3l130bxGOP8cZMezRc13Xk","Matt Mason","spotify:album:2sMg0bLTdmmYLrBp378LG2","The Writers Collection Volume One","spotify:artist:3l130bxGOP8cZMezRc13Xk","Matt Mason","2017-04-21","https://i.scdn.co/image/ab67616d0000b2732e473d0c15781f001ccd4ea0","1","5","228826","https://p.scdn.co/mp3-preview/a3bec554a5073af9590cda2186032a8851e7d456?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","TCABP1387749","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:00Blm7zeNqgYLPtW6zg8cj","One Right Now (with The Weeknd)","spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Post Malone, The Weeknd","spotify:album:6fgSKdHloRioPrZ9oJC7FH","One Right Now","spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Post Malone, The Weeknd","2021-11-05","https://i.scdn.co/image/ab67616d0000b2734158fe41143182ec16ead070","1","1","193506","https://p.scdn.co/mp3-preview/d76afe441ebf5e528dc1d67e55b6cc39b9bd3f6d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","70","USUM72120404","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:1AfA0K7BLxceH7PjzcZdZc","Slow Burn","spotify:artist:5jm3x1qIibWdKSEMw2G011, spotify:artist:5wr3WZArcItaxXddR07nJv","Moksi, Elayna Boynton","spotify:album:4lsszip8gEvULzZTTThGnS","The Return of House Music","spotify:artist:5jm3x1qIibWdKSEMw2G011","Moksi","2019-08-02","https://i.scdn.co/image/ab67616d0000b2737633bacd1df5c4cff71c4240","1","6","244302","https://p.scdn.co/mp3-preview/9554868f16a81369fcc9094fe92e3d364b37564c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USA2P1936750","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:7C6gX2nAN3BGhKQ5MSmIF8","Already Broken","spotify:artist:4ruYOMH6odMGzBr19loIMg","Levi Bloom","spotify:album:63qk14cmONKWBuFN30GEXT","Already Broken","spotify:artist:4ruYOMH6odMGzBr19loIMg","Levi Bloom","2022-04-20","https://i.scdn.co/image/ab67616d0000b2734d908df2c2805a5e43b270d2","1","1","190418","https://p.scdn.co/mp3-preview/cb9bc2753e0761f03ba04f8629e681a1cab3275a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","QZES92289765","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:3YmiIqDgrq1zPVF2uPMKpo","Let You Go - A-Trak Remix","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:422RLznpwUa5FsQgnTlgUH","The Chainsmokers, Great Good Fine Ok","spotify:album:5S2kkIO3TuFCXqRG7hqJst","Let You Go (A-Trak Remix)","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","2015-06-05","https://i.scdn.co/image/ab67616d0000b273dbee1a969b3fae77b3b7c47f","1","1","266613","https://p.scdn.co/mp3-preview/c899108b11c674f7b5a2c0c7cccc7758e78a1034?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USDM31572101","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6EtKlIQmGPB9SX8UjDJG5s","Formula (From ""Euphoria: Season 1"" Soundtrack)","spotify:artist:2feDdbD5araYcm6JhFHHw7","Labrinth","spotify:album:788r22Bhr3IHLTNPy8pZea","Euphoria (Original Score from the HBO Series)","spotify:artist:2feDdbD5araYcm6JhFHHw7","Labrinth","2019-10-04","https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867","1","2","91869","https://p.scdn.co/mp3-preview/faaeebc2db23f01503c2ed82405965f0a20abf83?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USQX91902497","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:4t1dkVSUytQdV6VstXWPmN","California Dreaming (feat. Paul Rey)","spotify:artist:7vUJCRmF1if4uhMp2V3tRP, spotify:artist:5FjiYgLczmrP2j1gijAGWp","Arman Cekin, Paul Rey","spotify:album:3t6oUKuky9pJWjnmiavlmK","California Dreaming (feat. Paul Rey)","spotify:artist:7vUJCRmF1if4uhMp2V3tRP","Arman Cekin","2016-12-23","https://i.scdn.co/image/ab67616d0000b2738ba18661307555a675fc3754","1","1","186006","https://p.scdn.co/mp3-preview/bc435353f7253a621a7f626d1992071c3d670ff8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","43","TCACP1638089","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
"spotify:track:6u7SZVtNKQr7bt4SEXlF3V","Drive (Mt. Eden Remix)","spotify:artist:14rP13jdQNgQvuPA2AkBgm, spotify:artist:3YAy9OUnnRsk2JLTaOLcw2","Glades, Mt. Eden","spotify:album:6Mg3zuftFfXJV3OLoDenQc","Drive (Mt. Eden Remix)","spotify:artist:14rP13jdQNgQvuPA2AkBgm, spotify:artist:3YAy9OUnnRsk2JLTaOLcw2","Glades, Mt. Eden","2016-04-01","https://i.scdn.co/image/ab67616d0000b273034ebcf4901141567824da15","1","1","206250","https://p.scdn.co/mp3-preview/ea1ae9a7f54ebf69173e956694ef2840b959957b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","TCACN1632035","spotify:user:22fmhktdnoychzqazggsbzgla","2026-06-25T16:02:35Z"
